Problem size: 11962
Problem[
Clause[~occupies(9, 9, 9), ~occupies(9, 8, 9)]
Clause[~occupies(8, 4, 7), ~occupies(7, 5, 7)]
Clause[~occupies(7, 6, 7), ~occupies(7, 5, 7)]
Clause[~occupies(9, 6, 7), ~occupies(7, 4, 7)]
Clause[~occupies(9, 5, 7), ~occupies(7, 4, 7)]
Clause[~occupies(9, 4, 7), ~occupies(7, 4, 7)]
Clause[~occupies(8, 6, 7), ~occupies(7, 4, 7)]
Clause[~occupies(8, 5, 7), ~occupies(7, 4, 7)]
Clause[~occupies(8, 4, 7), ~occupies(7, 4, 7)]
Clause[~occupies(7, 6, 7), ~occupies(7, 4, 7)]
Clause[~occupies(7, 5, 7), ~occupies(7, 4, 7)]
Clause[~occupies(9, 6, 6), ~occupies(9, 5, 6)]
Clause[~occupies(9, 6, 6), ~occupies(9, 4, 6)]
Clause[~occupies(9, 5, 6), ~occupies(9, 4, 6)]
Clause[~occupies(9, 6, 6), ~occupies(8, 6, 6)]
Clause[~occupies(9, 5, 6), ~occupies(8, 6, 6)]
Clause[~occupies(9, 4, 6), ~occupies(8, 6, 6)]
Clause[~occupies(9, 6, 6), ~occupies(8, 5, 6)]
Clause[~occupies(9, 5, 6), ~occupies(8, 5, 6)]
Clause[~occupies(9, 4, 6), ~occupies(8, 5, 6)]
Clause[~occupies(8, 6, 6), ~occupies(8, 5, 6)]
Clause[~occupies(9, 6, 6), ~occupies(8, 4, 6)]
Clause[~occupies(9, 5, 6), ~occupies(8, 4, 6)]
Clause[~occupies(9, 4, 6), ~occupies(8, 4, 6)]
Clause[~occupies(8, 6, 6), ~occupies(8, 4, 6)]
Clause[~occupies(8, 5, 6), ~occupies(8, 4, 6)]
Clause[~occupies(9, 6, 6), ~occupies(7, 6, 6)]
Clause[~occupies(9, 5, 6), ~occupies(7, 6, 6)]
Clause[~occupies(9, 4, 6), ~occupies(7, 6, 6)]
Clause[~occupies(8, 6, 6), ~occupies(7, 6, 6)]
Clause[~occupies(8, 5, 6), ~occupies(7, 6, 6)]
Clause[~occupies(8, 4, 6), ~occupies(7, 6, 6)]
Clause[~occupies(9, 6, 6), ~occupies(7, 5, 6)]
Clause[~occupies(9, 5, 6), ~occupies(7, 5, 6)]
Clause[~occupies(9, 4, 6), ~occupies(7, 5, 6)]
Clause[~occupies(8, 6, 6), ~occupies(7, 5, 6)]
Clause[~occupies(8, 5, 6), ~occupies(7, 5, 6)]
Clause[~occupies(8, 4, 6), ~occupies(7, 5, 6)]
Clause[~occupies(7, 6, 6), ~occupies(7, 5, 6)]
Clause[~occupies(9, 6, 6), ~occupies(7, 4, 6)]
Clause[~occupies(9, 5, 6), ~occupies(7, 4, 6)]
Clause[~occupies(9, 4, 6), ~occupies(7, 4, 6)]
Clause[~occupies(8, 6, 6), ~occupies(7, 4, 6)]
Clause[~occupies(8, 5, 6), ~occupies(7, 4, 6)]
Clause[~occupies(8, 4, 6), ~occupies(7, 4, 6)]
Clause[~occupies(7, 6, 6), ~occupies(7, 4, 6)]
Clause[~occupies(7, 5, 6), ~occupies(7, 4, 6)]
Clause[~occupies(9, 6, 5), ~occupies(9, 5, 5)]
Clause[~occupies(9, 6, 5), ~occupies(9, 4, 5)]
Clause[~occupies(9, 5, 5), ~occupies(9, 4, 5)]
Clause[~occupies(9, 6, 5), ~occupies(8, 6, 5)]
Clause[~occupies(9, 5, 5), ~occupies(8, 6, 5)]
Clause[~occupies(9, 4, 5), ~occupies(8, 6, 5)]
Clause[~occupies(9, 6, 5), ~occupies(8, 5, 5)]
Clause[~occupies(9, 5, 5), ~occupies(8, 5, 5)]
Clause[~occupies(9, 4, 5), ~occupies(8, 5, 5)]
Clause[~occupies(8, 6, 5), ~occupies(8, 5, 5)]
Clause[~occupies(9, 6, 5), ~occupies(8, 4, 5)]
Clause[~occupies(9, 5, 5), ~occupies(8, 4, 5)]
Clause[~occupies(9, 4, 5), ~occupies(8, 4, 5)]
Clause[~occupies(8, 6, 5), ~occupies(8, 4, 5)]
Clause[~occupies(8, 5, 5), ~occupies(8, 4, 5)]
Clause[~occupies(9, 6, 5), ~occupies(7, 6, 5)]
Clause[~occupies(9, 5, 5), ~occupies(7, 6, 5)]
Clause[~occupies(9, 4, 5), ~occupies(7, 6, 5)]
Clause[~occupies(8, 6, 5), ~occupies(7, 6, 5)]
Clause[~occupies(8, 5, 5), ~occupies(7, 6, 5)]
Clause[~occupies(8, 4, 5), ~occupies(7, 6, 5)]
Clause[~occupies(9, 6, 5), ~occupies(7, 5, 5)]
Clause[~occupies(9, 5, 5), ~occupies(7, 5, 5)]
Clause[~occupies(9, 4, 5), ~occupies(7, 5, 5)]
Clause[~occupies(8, 6, 5), ~occupies(7, 5, 5)]
Clause[~occupies(8, 5, 5), ~occupies(7, 5, 5)]
Clause[~occupies(8, 4, 5), ~occupies(7, 5, 5)]
Clause[~occupies(7, 6, 5), ~occupies(7, 5, 5)]
Clause[~occupies(9, 6, 5), ~occupies(7, 4, 5)]
Clause[~occupies(9, 5, 5), ~occupies(7, 4, 5)]
Clause[~occupies(9, 4, 5), ~occupies(7, 4, 5)]
Clause[~occupies(8, 6, 5), ~occupies(7, 4, 5)]
Clause[~occupies(8, 5, 5), ~occupies(7, 4, 5)]
Clause[~occupies(8, 4, 5), ~occupies(7, 4, 5)]
Clause[~occupies(7, 6, 5), ~occupies(7, 4, 5)]
Clause[~occupies(7, 5, 5), ~occupies(7, 4, 5)]
Clause[~occupies(9, 6, 4), ~occupies(9, 5, 4)]
Clause[~occupies(9, 6, 4), ~occupies(9, 4, 4)]
Clause[~occupies(9, 5, 4), ~occupies(9, 4, 4)]
Clause[~occupies(9, 6, 4), ~occupies(8, 6, 4)]
Clause[~occupies(9, 5, 4), ~occupies(8, 6, 4)]
Clause[~occupies(9, 4, 4), ~occupies(8, 6, 4)]
Clause[~occupies(9, 6, 4), ~occupies(8, 5, 4)]
Clause[~occupies(9, 5, 4), ~occupies(8, 5, 4)]
Clause[~occupies(9, 4, 4), ~occupies(8, 5, 4)]
Clause[~occupies(8, 6, 4), ~occupies(8, 5, 4)]
Clause[~occupies(9, 6, 4), ~occupies(8, 4, 4)]
Clause[~occupies(9, 5, 4), ~occupies(8, 4, 4)]
Clause[~occupies(9, 4, 4), ~occupies(8, 4, 4)]
Clause[~occupies(8, 6, 4), ~occupies(8, 4, 4)]
Clause[~occupies(8, 5, 4), ~occupies(8, 4, 4)]
Clause[~occupies(9, 6, 4), ~occupies(7, 6, 4)]
Clause[~occupies(9, 5, 4), ~occupies(7, 6, 4)]
Clause[~occupies(9, 4, 4), ~occupies(7, 6, 4)]
Clause[~occupies(8, 6, 4), ~occupies(7, 6, 4)]
Clause[~occupies(8, 5, 4), ~occupies(7, 6, 4)]
Clause[~occupies(8, 4, 4), ~occupies(7, 6, 4)]
Clause[~occupies(9, 6, 4), ~occupies(7, 5, 4)]
Clause[~occupies(9, 5, 4), ~occupies(7, 5, 4)]
Clause[~occupies(9, 4, 4), ~occupies(7, 5, 4)]
Clause[~occupies(8, 6, 4), ~occupies(7, 5, 4)]
Clause[~occupies(8, 5, 4), ~occupies(7, 5, 4)]
Clause[~occupies(8, 4, 4), ~occupies(7, 5, 4)]
Clause[~occupies(7, 6, 4), ~occupies(7, 5, 4)]
Clause[~occupies(9, 6, 4), ~occupies(7, 4, 4)]
Clause[~occupies(9, 5, 4), ~occupies(7, 4, 4)]
Clause[~occupies(9, 4, 4), ~occupies(7, 4, 4)]
Clause[~occupies(8, 6, 4), ~occupies(7, 4, 4)]
Clause[~occupies(8, 5, 4), ~occupies(7, 4, 4)]
Clause[~occupies(8, 4, 4), ~occupies(7, 4, 4)]
Clause[~occupies(7, 6, 4), ~occupies(7, 4, 4)]
Clause[~occupies(7, 5, 4), ~occupies(7, 4, 4)]
Clause[~occupies(9, 6, 3), ~occupies(9, 5, 3)]
Clause[~occupies(9, 6, 3), ~occupies(9, 4, 3)]
Clause[~occupies(9, 5, 3), ~occupies(9, 4, 3)]
Clause[~occupies(9, 6, 3), ~occupies(8, 6, 3)]
Clause[~occupies(9, 5, 3), ~occupies(8, 6, 3)]
Clause[~occupies(9, 4, 3), ~occupies(8, 6, 3)]
Clause[~occupies(9, 6, 3), ~occupies(8, 5, 3)]
Clause[~occupies(9, 5, 3), ~occupies(8, 5, 3)]
Clause[~occupies(9, 4, 3), ~occupies(8, 5, 3)]
Clause[~occupies(8, 6, 3), ~occupies(8, 5, 3)]
Clause[~occupies(9, 6, 3), ~occupies(8, 4, 3)]
Clause[~occupies(9, 5, 3), ~occupies(8, 4, 3)]
Clause[~occupies(9, 4, 3), ~occupies(8, 4, 3)]
Clause[~occupies(8, 6, 3), ~occupies(8, 4, 3)]
Clause[~occupies(8, 5, 3), ~occupies(8, 4, 3)]
Clause[~occupies(9, 6, 3), ~occupies(7, 6, 3)]
Clause[~occupies(9, 5, 3), ~occupies(7, 6, 3)]
Clause[~occupies(9, 4, 3), ~occupies(7, 6, 3)]
Clause[~occupies(8, 6, 3), ~occupies(7, 6, 3)]
Clause[~occupies(8, 5, 3), ~occupies(7, 6, 3)]
Clause[~occupies(8, 4, 3), ~occupies(7, 6, 3)]
Clause[~occupies(9, 6, 3), ~occupies(7, 5, 3)]
Clause[~occupies(9, 5, 3), ~occupies(7, 5, 3)]
Clause[~occupies(9, 4, 3), ~occupies(7, 5, 3)]
Clause[~occupies(8, 6, 3), ~occupies(7, 5, 3)]
Clause[~occupies(8, 5, 3), ~occupies(7, 5, 3)]
Clause[~occupies(8, 4, 3), ~occupies(7, 5, 3)]
Clause[~occupies(7, 6, 3), ~occupies(7, 5, 3)]
Clause[~occupies(9, 6, 3), ~occupies(7, 4, 3)]
Clause[~occupies(9, 5, 3), ~occupies(7, 4, 3)]
Clause[~occupies(9, 4, 3), ~occupies(7, 4, 3)]
Clause[~occupies(8, 6, 3), ~occupies(7, 4, 3)]
Clause[~occupies(8, 5, 3), ~occupies(7, 4, 3)]
Clause[~occupies(8, 4, 3), ~occupies(7, 4, 3)]
Clause[~occupies(7, 6, 3), ~occupies(7, 4, 3)]
Clause[~occupies(7, 5, 3), ~occupies(7, 4, 3)]
Clause[~occupies(9, 6, 2), ~occupies(9, 5, 2)]
Clause[~occupies(9, 6, 2), ~occupies(9, 4, 2)]
Clause[~occupies(9, 5, 2), ~occupies(9, 4, 2)]
Clause[~occupies(9, 6, 2), ~occupies(8, 6, 2)]
Clause[~occupies(9, 5, 2), ~occupies(8, 6, 2)]
Clause[~occupies(9, 4, 2), ~occupies(8, 6, 2)]
Clause[~occupies(9, 6, 2), ~occupies(8, 5, 2)]
Clause[~occupies(9, 5, 2), ~occupies(8, 5, 2)]
Clause[~occupies(9, 4, 2), ~occupies(8, 5, 2)]
Clause[~occupies(8, 6, 2), ~occupies(8, 5, 2)]
Clause[~occupies(9, 6, 2), ~occupies(8, 4, 2)]
Clause[~occupies(9, 5, 2), ~occupies(8, 4, 2)]
Clause[~occupies(9, 4, 2), ~occupies(8, 4, 2)]
Clause[~occupies(8, 6, 2), ~occupies(8, 4, 2)]
Clause[~occupies(8, 5, 2), ~occupies(8, 4, 2)]
Clause[~occupies(9, 6, 2), ~occupies(7, 6, 2)]
Clause[~occupies(9, 5, 2), ~occupies(7, 6, 2)]
Clause[~occupies(9, 4, 2), ~occupies(7, 6, 2)]
Clause[~occupies(8, 6, 2), ~occupies(7, 6, 2)]
Clause[~occupies(8, 5, 2), ~occupies(7, 6, 2)]
Clause[~occupies(8, 4, 2), ~occupies(7, 6, 2)]
Clause[~occupies(9, 6, 2), ~occupies(7, 5, 2)]
Clause[~occupies(9, 5, 2), ~occupies(7, 5, 2)]
Clause[~occupies(9, 4, 2), ~occupies(7, 5, 2)]
Clause[~occupies(8, 6, 2), ~occupies(7, 5, 2)]
Clause[~occupies(8, 5, 2), ~occupies(7, 5, 2)]
Clause[~occupies(8, 4, 2), ~occupies(7, 5, 2)]
Clause[~occupies(7, 6, 2), ~occupies(7, 5, 2)]
Clause[~occupies(9, 6, 2), ~occupies(7, 4, 2)]
Clause[~occupies(9, 5, 2), ~occupies(7, 4, 2)]
Clause[~occupies(9, 4, 2), ~occupies(7, 4, 2)]
Clause[~occupies(8, 6, 2), ~occupies(7, 4, 2)]
Clause[~occupies(8, 5, 2), ~occupies(7, 4, 2)]
Clause[~occupies(8, 4, 2), ~occupies(7, 4, 2)]
Clause[~occupies(7, 6, 2), ~occupies(7, 4, 2)]
Clause[~occupies(7, 5, 2), ~occupies(7, 4, 2)]
Clause[~occupies(9, 6, 1), ~occupies(9, 5, 1)]
Clause[~occupies(9, 6, 1), ~occupies(9, 4, 1)]
Clause[~occupies(9, 5, 1), ~occupies(9, 4, 1)]
Clause[~occupies(9, 6, 1), ~occupies(8, 6, 1)]
Clause[~occupies(9, 5, 1), ~occupies(8, 6, 1)]
Clause[~occupies(9, 4, 1), ~occupies(8, 6, 1)]
Clause[~occupies(9, 6, 1), ~occupies(8, 5, 1)]
Clause[~occupies(9, 5, 1), ~occupies(8, 5, 1)]
Clause[~occupies(9, 4, 1), ~occupies(8, 5, 1)]
Clause[~occupies(8, 6, 1), ~occupies(8, 5, 1)]
Clause[~occupies(9, 6, 1), ~occupies(8, 4, 1)]
Clause[~occupies(9, 5, 1), ~occupies(8, 4, 1)]
Clause[~occupies(9, 4, 1), ~occupies(8, 4, 1)]
Clause[~occupies(8, 6, 1), ~occupies(8, 4, 1)]
Clause[~occupies(8, 5, 1), ~occupies(8, 4, 1)]
Clause[~occupies(9, 6, 1), ~occupies(7, 6, 1)]
Clause[~occupies(9, 5, 1), ~occupies(7, 6, 1)]
Clause[~occupies(9, 4, 1), ~occupies(7, 6, 1)]
Clause[~occupies(8, 6, 1), ~occupies(7, 6, 1)]
Clause[~occupies(8, 5, 1), ~occupies(7, 6, 1)]
Clause[~occupies(8, 4, 1), ~occupies(7, 6, 1)]
Clause[~occupies(9, 6, 1), ~occupies(7, 5, 1)]
Clause[~occupies(9, 5, 1), ~occupies(7, 5, 1)]
Clause[~occupies(9, 4, 1), ~occupies(7, 5, 1)]
Clause[~occupies(8, 6, 1), ~occupies(7, 5, 1)]
Clause[~occupies(8, 5, 1), ~occupies(7, 5, 1)]
Clause[~occupies(8, 4, 1), ~occupies(7, 5, 1)]
Clause[~occupies(7, 6, 1), ~occupies(7, 5, 1)]
Clause[~occupies(9, 6, 1), ~occupies(7, 4, 1)]
Clause[~occupies(9, 5, 1), ~occupies(7, 4, 1)]
Clause[~occupies(9, 4, 1), ~occupies(7, 4, 1)]
Clause[~occupies(8, 6, 1), ~occupies(7, 4, 1)]
Clause[~occupies(8, 5, 1), ~occupies(7, 4, 1)]
Clause[~occupies(8, 4, 1), ~occupies(7, 4, 1)]
Clause[~occupies(7, 6, 1), ~occupies(7, 4, 1)]
Clause[~occupies(7, 5, 1), ~occupies(7, 4, 1)]
Clause[~occupies(9, 3, 9), ~occupies(9, 2, 9)]
Clause[~occupies(9, 3, 9), ~occupies(9, 1, 9)]
Clause[~occupies(9, 2, 9), ~occupies(9, 1, 9)]
Clause[~occupies(9, 3, 9), ~occupies(8, 3, 9)]
Clause[~occupies(9, 2, 9), ~occupies(8, 3, 9)]
Clause[~occupies(9, 1, 9), ~occupies(8, 3, 9)]
Clause[~occupies(9, 3, 9), ~occupies(8, 2, 9)]
Clause[~occupies(9, 2, 9), ~occupies(8, 2, 9)]
Clause[~occupies(9, 1, 9), ~occupies(8, 2, 9)]
Clause[~occupies(8, 3, 9), ~occupies(8, 2, 9)]
Clause[~occupies(9, 3, 9), ~occupies(8, 1, 9)]
Clause[~occupies(9, 2, 9), ~occupies(8, 1, 9)]
Clause[~occupies(9, 1, 9), ~occupies(8, 1, 9)]
Clause[~occupies(8, 3, 9), ~occupies(8, 1, 9)]
Clause[~occupies(8, 2, 9), ~occupies(8, 1, 9)]
Clause[~occupies(9, 3, 9), ~occupies(7, 3, 9)]
Clause[~occupies(9, 2, 9), ~occupies(7, 3, 9)]
Clause[~occupies(9, 1, 9), ~occupies(7, 3, 9)]
Clause[~occupies(8, 3, 9), ~occupies(7, 3, 9)]
Clause[~occupies(8, 2, 9), ~occupies(7, 3, 9)]
Clause[~occupies(8, 1, 9), ~occupies(7, 3, 9)]
Clause[~occupies(9, 3, 9), ~occupies(7, 2, 9)]
Clause[~occupies(9, 2, 9), ~occupies(7, 2, 9)]
Clause[~occupies(9, 1, 9), ~occupies(7, 2, 9)]
Clause[~occupies(8, 3, 9), ~occupies(7, 2, 9)]
Clause[~occupies(8, 2, 9), ~occupies(7, 2, 9)]
Clause[~occupies(8, 1, 9), ~occupies(7, 2, 9)]
Clause[~occupies(7, 3, 9), ~occupies(7, 2, 9)]
Clause[~occupies(9, 3, 9), ~occupies(7, 1, 9)]
Clause[~occupies(9, 2, 9), ~occupies(7, 1, 9)]
Clause[~occupies(9, 1, 9), ~occupies(7, 1, 9)]
Clause[~occupies(8, 3, 9), ~occupies(7, 1, 9)]
Clause[~occupies(8, 2, 9), ~occupies(7, 1, 9)]
Clause[~occupies(8, 1, 9), ~occupies(7, 1, 9)]
Clause[~occupies(7, 3, 9), ~occupies(7, 1, 9)]
Clause[~occupies(7, 2, 9), ~occupies(7, 1, 9)]
Clause[~occupies(9, 3, 8), ~occupies(9, 2, 8)]
Clause[~occupies(9, 3, 8), ~occupies(9, 1, 8)]
Clause[~occupies(9, 2, 8), ~occupies(9, 1, 8)]
Clause[~occupies(9, 3, 8), ~occupies(8, 3, 8)]
Clause[~occupies(9, 2, 8), ~occupies(8, 3, 8)]
Clause[~occupies(9, 1, 8), ~occupies(8, 3, 8)]
Clause[~occupies(9, 3, 8), ~occupies(8, 2, 8)]
Clause[~occupies(9, 2, 8), ~occupies(8, 2, 8)]
Clause[~occupies(9, 1, 8), ~occupies(8, 2, 8)]
Clause[~occupies(8, 3, 8), ~occupies(8, 2, 8)]
Clause[~occupies(9, 3, 8), ~occupies(8, 1, 8)]
Clause[~occupies(9, 2, 8), ~occupies(8, 1, 8)]
Clause[~occupies(9, 1, 8), ~occupies(8, 1, 8)]
Clause[~occupies(8, 3, 8), ~occupies(8, 1, 8)]
Clause[~occupies(8, 2, 8), ~occupies(8, 1, 8)]
Clause[~occupies(9, 3, 8), ~occupies(7, 3, 8)]
Clause[~occupies(9, 2, 8), ~occupies(7, 3, 8)]
Clause[~occupies(9, 1, 8), ~occupies(7, 3, 8)]
Clause[~occupies(8, 3, 8), ~occupies(7, 3, 8)]
Clause[~occupies(8, 2, 8), ~occupies(7, 3, 8)]
Clause[~occupies(8, 1, 8), ~occupies(7, 3, 8)]
Clause[~occupies(9, 3, 8), ~occupies(7, 2, 8)]
Clause[~occupies(9, 2, 8), ~occupies(7, 2, 8)]
Clause[~occupies(9, 1, 8), ~occupies(7, 2, 8)]
Clause[~occupies(8, 3, 8), ~occupies(7, 2, 8)]
Clause[~occupies(8, 2, 8), ~occupies(7, 2, 8)]
Clause[~occupies(8, 1, 8), ~occupies(7, 2, 8)]
Clause[~occupies(7, 3, 8), ~occupies(7, 2, 8)]
Clause[~occupies(9, 3, 8), ~occupies(7, 1, 8)]
Clause[~occupies(9, 2, 8), ~occupies(7, 1, 8)]
Clause[~occupies(9, 1, 8), ~occupies(7, 1, 8)]
Clause[~occupies(8, 3, 8), ~occupies(7, 1, 8)]
Clause[~occupies(8, 2, 8), ~occupies(7, 1, 8)]
Clause[~occupies(8, 1, 8), ~occupies(7, 1, 8)]
Clause[~occupies(7, 3, 8), ~occupies(7, 1, 8)]
Clause[~occupies(7, 2, 8), ~occupies(7, 1, 8)]
Clause[~occupies(9, 3, 7), ~occupies(9, 2, 7)]
Clause[~occupies(9, 3, 7), ~occupies(9, 1, 7)]
Clause[~occupies(9, 2, 7), ~occupies(9, 1, 7)]
Clause[~occupies(9, 3, 7), ~occupies(8, 3, 7)]
Clause[~occupies(9, 2, 7), ~occupies(8, 3, 7)]
Clause[~occupies(9, 1, 7), ~occupies(8, 3, 7)]
Clause[~occupies(9, 3, 7), ~occupies(8, 2, 7)]
Clause[~occupies(9, 2, 7), ~occupies(8, 2, 7)]
Clause[~occupies(9, 1, 7), ~occupies(8, 2, 7)]
Clause[~occupies(8, 3, 7), ~occupies(8, 2, 7)]
Clause[~occupies(9, 3, 7), ~occupies(8, 1, 7)]
Clause[~occupies(9, 2, 7), ~occupies(8, 1, 7)]
Clause[~occupies(9, 1, 7), ~occupies(8, 1, 7)]
Clause[~occupies(8, 3, 7), ~occupies(8, 1, 7)]
Clause[~occupies(8, 2, 7), ~occupies(8, 1, 7)]
Clause[~occupies(9, 3, 7), ~occupies(7, 3, 7)]
Clause[~occupies(9, 2, 7), ~occupies(7, 3, 7)]
Clause[~occupies(9, 1, 7), ~occupies(7, 3, 7)]
Clause[~occupies(8, 3, 7), ~occupies(7, 3, 7)]
Clause[~occupies(8, 2, 7), ~occupies(7, 3, 7)]
Clause[~occupies(8, 1, 7), ~occupies(7, 3, 7)]
Clause[~occupies(9, 3, 7), ~occupies(7, 2, 7)]
Clause[~occupies(9, 2, 7), ~occupies(7, 2, 7)]
Clause[~occupies(9, 1, 7), ~occupies(7, 2, 7)]
Clause[~occupies(8, 3, 7), ~occupies(7, 2, 7)]
Clause[~occupies(8, 2, 7), ~occupies(7, 2, 7)]
Clause[~occupies(8, 1, 7), ~occupies(7, 2, 7)]
Clause[~occupies(7, 3, 7), ~occupies(7, 2, 7)]
Clause[~occupies(9, 3, 7), ~occupies(7, 1, 7)]
Clause[~occupies(9, 2, 7), ~occupies(7, 1, 7)]
Clause[~occupies(9, 1, 7), ~occupies(7, 1, 7)]
Clause[~occupies(8, 3, 7), ~occupies(7, 1, 7)]
Clause[~occupies(8, 2, 7), ~occupies(7, 1, 7)]
Clause[~occupies(8, 1, 7), ~occupies(7, 1, 7)]
Clause[~occupies(7, 3, 7), ~occupies(7, 1, 7)]
Clause[~occupies(7, 2, 7), ~occupies(7, 1, 7)]
Clause[~occupies(9, 3, 6), ~occupies(9, 2, 6)]
Clause[~occupies(9, 3, 6), ~occupies(9, 1, 6)]
Clause[~occupies(9, 2, 6), ~occupies(9, 1, 6)]
Clause[~occupies(9, 3, 6), ~occupies(8, 3, 6)]
Clause[~occupies(9, 2, 6), ~occupies(8, 3, 6)]
Clause[~occupies(9, 1, 6), ~occupies(8, 3, 6)]
Clause[~occupies(9, 3, 6), ~occupies(8, 2, 6)]
Clause[~occupies(9, 2, 6), ~occupies(8, 2, 6)]
Clause[~occupies(9, 1, 6), ~occupies(8, 2, 6)]
Clause[~occupies(8, 3, 6), ~occupies(8, 2, 6)]
Clause[~occupies(9, 3, 6), ~occupies(8, 1, 6)]
Clause[~occupies(9, 2, 6), ~occupies(8, 1, 6)]
Clause[~occupies(9, 1, 6), ~occupies(8, 1, 6)]
Clause[~occupies(8, 3, 6), ~occupies(8, 1, 6)]
Clause[~occupies(8, 2, 6), ~occupies(8, 1, 6)]
Clause[~occupies(9, 3, 6), ~occupies(7, 3, 6)]
Clause[~occupies(9, 2, 6), ~occupies(7, 3, 6)]
Clause[~occupies(9, 1, 6), ~occupies(7, 3, 6)]
Clause[~occupies(8, 3, 6), ~occupies(7, 3, 6)]
Clause[~occupies(8, 2, 6), ~occupies(7, 3, 6)]
Clause[~occupies(8, 1, 6), ~occupies(7, 3, 6)]
Clause[~occupies(9, 3, 6), ~occupies(7, 2, 6)]
Clause[~occupies(9, 2, 6), ~occupies(7, 2, 6)]
Clause[~occupies(9, 1, 6), ~occupies(7, 2, 6)]
Clause[~occupies(8, 3, 6), ~occupies(7, 2, 6)]
Clause[~occupies(8, 2, 6), ~occupies(7, 2, 6)]
Clause[~occupies(8, 1, 6), ~occupies(7, 2, 6)]
Clause[~occupies(7, 3, 6), ~occupies(7, 2, 6)]
Clause[~occupies(9, 3, 6), ~occupies(7, 1, 6)]
Clause[~occupies(9, 2, 6), ~occupies(7, 1, 6)]
Clause[~occupies(9, 1, 6), ~occupies(7, 1, 6)]
Clause[~occupies(8, 3, 6), ~occupies(7, 1, 6)]
Clause[~occupies(8, 2, 6), ~occupies(7, 1, 6)]
Clause[~occupies(8, 1, 6), ~occupies(7, 1, 6)]
Clause[~occupies(7, 3, 6), ~occupies(7, 1, 6)]
Clause[~occupies(7, 2, 6), ~occupies(7, 1, 6)]
Clause[~occupies(9, 3, 5), ~occupies(9, 2, 5)]
Clause[~occupies(9, 3, 5), ~occupies(9, 1, 5)]
Clause[~occupies(9, 2, 5), ~occupies(9, 1, 5)]
Clause[~occupies(9, 3, 5), ~occupies(8, 3, 5)]
Clause[~occupies(9, 2, 5), ~occupies(8, 3, 5)]
Clause[~occupies(9, 1, 5), ~occupies(8, 3, 5)]
Clause[~occupies(9, 3, 5), ~occupies(8, 2, 5)]
Clause[~occupies(9, 2, 5), ~occupies(8, 2, 5)]
Clause[~occupies(9, 1, 5), ~occupies(8, 2, 5)]
Clause[~occupies(8, 3, 5), ~occupies(8, 2, 5)]
Clause[~occupies(9, 3, 5), ~occupies(8, 1, 5)]
Clause[~occupies(9, 2, 5), ~occupies(8, 1, 5)]
Clause[~occupies(9, 1, 5), ~occupies(8, 1, 5)]
Clause[~occupies(8, 3, 5), ~occupies(8, 1, 5)]
Clause[~occupies(8, 2, 5), ~occupies(8, 1, 5)]
Clause[~occupies(9, 3, 5), ~occupies(7, 3, 5)]
Clause[~occupies(9, 2, 5), ~occupies(7, 3, 5)]
Clause[~occupies(9, 1, 5), ~occupies(7, 3, 5)]
Clause[~occupies(8, 3, 5), ~occupies(7, 3, 5)]
Clause[~occupies(8, 2, 5), ~occupies(7, 3, 5)]
Clause[~occupies(8, 1, 5), ~occupies(7, 3, 5)]
Clause[~occupies(9, 3, 5), ~occupies(7, 2, 5)]
Clause[~occupies(9, 2, 5), ~occupies(7, 2, 5)]
Clause[~occupies(9, 1, 5), ~occupies(7, 2, 5)]
Clause[~occupies(8, 3, 5), ~occupies(7, 2, 5)]
Clause[~occupies(8, 2, 5), ~occupies(7, 2, 5)]
Clause[~occupies(8, 1, 5), ~occupies(7, 2, 5)]
Clause[~occupies(7, 3, 5), ~occupies(7, 2, 5)]
Clause[~occupies(9, 3, 5), ~occupies(7, 1, 5)]
Clause[~occupies(9, 2, 5), ~occupies(7, 1, 5)]
Clause[~occupies(9, 1, 5), ~occupies(7, 1, 5)]
Clause[~occupies(8, 3, 5), ~occupies(7, 1, 5)]
Clause[~occupies(8, 2, 5), ~occupies(7, 1, 5)]
Clause[~occupies(8, 1, 5), ~occupies(7, 1, 5)]
Clause[~occupies(7, 3, 5), ~occupies(7, 1, 5)]
Clause[~occupies(7, 2, 5), ~occupies(7, 1, 5)]
Clause[~occupies(9, 3, 4), ~occupies(9, 2, 4)]
Clause[~occupies(9, 3, 4), ~occupies(9, 1, 4)]
Clause[~occupies(9, 2, 4), ~occupies(9, 1, 4)]
Clause[~occupies(9, 3, 4), ~occupies(8, 3, 4)]
Clause[~occupies(9, 2, 4), ~occupies(8, 3, 4)]
Clause[~occupies(9, 1, 4), ~occupies(8, 3, 4)]
Clause[~occupies(9, 3, 4), ~occupies(8, 2, 4)]
Clause[~occupies(9, 2, 4), ~occupies(8, 2, 4)]
Clause[~occupies(9, 1, 4), ~occupies(8, 2, 4)]
Clause[~occupies(8, 3, 4), ~occupies(8, 2, 4)]
Clause[~occupies(9, 3, 4), ~occupies(8, 1, 4)]
Clause[~occupies(9, 2, 4), ~occupies(8, 1, 4)]
Clause[~occupies(9, 1, 4), ~occupies(8, 1, 4)]
Clause[~occupies(8, 3, 4), ~occupies(8, 1, 4)]
Clause[~occupies(8, 2, 4), ~occupies(8, 1, 4)]
Clause[~occupies(9, 3, 4), ~occupies(7, 3, 4)]
